data,geracao_real_mwmed,persistencia_mwmed,mlp_absoluto_hidro_longo_mwmed,mlp_anomalia_mensal_hidro_longo_mwmed,ridge_residual_hidro_longo_mwmed,rf_residual_hidro_longo_mwmed,mlp_residual_hidro_longo_mwmed
2024-06-11,6792.1695,6084.2899,6122.2621,6066.7780,6068.0908,6076.9807,6075.9100
2024-06-12,7352.0723,6792.1695,6043.7778,5994.4132,6779.7056,6794.1613,6789.0321
2024-06-13,6933.9783,7352.0723,6000.9657,5956.1446,7349.9892,7350.2809,7360.4785
2024-06-14,6793.6572,6933.9783,5978.4885,5922.5917,6941.6758,6930.2772,6953.9610
2024-06-15,6492.2349,6793.6572,5941.3829,5895.0536,6793.8897,6785.1195,6803.7893
2024-06-16,5855.2531,6492.2349,5873.7320,5854.5299,6489.4508,6474.6727,6501.2960
2024-06-17,6763.9353,5855.2531,5835.7682,5821.5728,5846.2052,5847.6493,5859.1009
2024-06-18,6855.3807,6763.9353,5823.1455,5824.3693,6764.8567,6749.2672,6776.4142
2024-06-19,7079.0449,6855.3807,5802.7277,5806.7474,6861.3426,6837.6641,6871.6208
2024-06-20,7079.4348,7079.0449,5797.3362,5822.6207,7092.7346,7033.6188,7102.7410
2024-06-21,6647.8244,7079.4348,5768.1757,5799.0065,7074.8397,7073.9713,7087.4727
2024-06-22,6071.3412,6647.8244,5739.7523,5773.8063,6648.8314,6680.1409,6659.0742
2024-06-23,5793.1151,6071.3412,5741.1972,5792.1533,6076.1248,6082.6021,6084.2511
2024-06-24,6221.8875,5793.1151,5729.7788,5793.0850,5798.1748,5796.6897,5805.6586
2024-06-25,6448.3627,6221.8875,5715.1812,5793.6371,6229.3792,6228.9698,6238.3478
2024-06-26,6133.0690,6448.3627,5704.0203,5794.2336,6465.6320,6506.8420,6475.7613
2024-06-27,5777.4340,6133.0690,5743.3329,5834.8675,6148.2553,6161.5365,6157.8056
2024-06-28,5592.5965,5777.4340,5759.3296,5855.9146,5778.5382,5810.2372,5786.3041
2024-06-29,5751.1106,5592.5965,5735.5565,5865.7192,5611.2872,5644.3045,5621.0975
2024-06-30,5455.6108,5751.1106,5770.8330,5874.3565,5753.7972,5774.6595,5767.9986
2024-07-01,6159.5013,5455.6108,5918.3037,5962.7137,5467.0977,5476.2286,5476.5322
2024-07-02,6105.4596,6159.5013,5872.1740,5914.7321,6191.6390,6204.6306,6203.0118
2024-07-03,6208.0208,6105.4596,5880.8954,5906.9232,6125.7572,6121.4848,6137.7138
2024-07-04,6252.9445,6208.0208,5889.6176,5936.4614,6226.6627,6232.9886,6239.5810
2024-07-05,6242.8771,6252.9445,5864.6886,5899.1281,6284.4416,6265.3950,6298.2001
2024-07-06,6253.8284,6242.8771,5848.0281,5882.3801,6285.4569,6293.9160,6301.1209
2024-07-07,6010.2406,6253.8284,5859.8033,5891.6492,6275.0752,6268.1362,6292.7629
2024-07-08,6184.7809,6010.2406,5822.0354,5858.1791,6040.8715,6021.2416,6055.9689
2024-07-09,6425.2028,6184.7809,5774.7446,5812.9973,6204.4933,6194.9978,6220.7485
2024-07-10,6496.2477,6425.2028,5741.2470,5799.3489,6429.4122,6425.6794,6443.4072
2024-07-11,6570.3353,6496.2477,5702.0024,5767.8532,6487.9662,6459.9429,6501.4618
2024-07-12,6631.7033,6570.3353,5664.6802,5716.2303,6574.2005,6523.5257,6587.8218
2024-07-13,6333.6932,6631.7033,5677.9913,5745.2299,6674.3328,6652.3879,6692.1031
2024-07-14,6335.4771,6333.6932,5782.5051,5853.4655,6386.0469,6284.3776,6401.9937
2024-07-15,6572.6530,6335.4771,5864.6302,5914.9132,6416.3994,6389.8633,6436.2348
2024-07-16,6782.4192,6572.6530,5970.4626,5967.3463,6636.8752,6590.6829,6656.2833
2024-07-17,6697.3238,6782.4192,6030.9202,5989.1328,6842.0523,6836.9589,6861.8573
2024-07-18,6817.5593,6697.3238,6064.9760,6004.8270,6734.1419,6712.4098,6757.8383
2024-07-19,6720.4532,6817.5593,6047.1979,5982.7094,6853.9605,6833.1665,6881.6300
2024-07-20,6277.6210,6720.4532,6012.4203,5938.6681,6723.7036,6734.9487,6752.7643
2024-07-21,5787.0545,6277.6210,5951.7854,5872.4020,6289.3971,6275.0677,6311.7547
2024-07-22,6055.3750,5787.0545,5913.4499,5836.5937,5797.0209,5786.2305,5813.5439
2024-07-23,5945.5788,6055.3750,5877.5066,5814.5559,6078.5457,6045.9126,6090.6751
2024-07-24,5962.8318,5945.5788,5840.0657,5775.7798,5961.0619,5942.2074,5972.2311
2024-07-25,6305.8068,5962.8318,5804.3888,5757.3237,5981.0225,5964.6512,5990.3146
2024-07-26,6298.4431,6305.8068,5742.1039,5705.3454,6311.5927,6317.7154,6322.6936
2024-07-27,5964.4737,6298.4431,5672.5962,5661.9309,6307.0350,6304.8642,6316.0702
2024-07-28,5814.1568,5964.4737,5626.7607,5606.0065,5971.0466,5975.2590,5985.3904
2024-07-29,6621.1881,5814.1568,5576.8550,5572.0392,5828.3332,5829.1353,5840.3414
2024-07-30,6478.8035,6621.1881,5512.8215,5522.0705,6629.1127,6618.6779,6640.5021
2024-07-31,6091.7100,6478.8035,5476.6657,5507.8608,6503.9114,6502.1342,6518.4790
2024-08-01,6115.4350,6091.7100,5904.2249,6000.3162,6121.9185,6083.8061,6133.6778
2024-08-02,6236.9815,6115.4350,5878.5805,5996.2172,6156.9417,6112.2824,6166.5262
2024-08-03,6169.4471,6236.9815,5851.5990,5975.4091,6278.1807,6231.1515,6287.6786
2024-08-04,6218.0681,6169.4471,5854.0036,5988.1260,6192.2861,6174.0354,6197.7103
2024-08-05,6553.5757,6218.0681,5799.2034,5936.0052,6241.4639,6220.2450,6248.9893
2024-08-06,6665.8094,6553.5757,5760.2104,5890.8595,6569.2418,6552.0739,6577.2286
2024-08-07,6682.7938,6665.8094,5716.1608,5868.6388,6694.1621,6656.2316,6700.1497
2024-08-08,6736.9255,6682.7938,5682.4118,5857.6285,6709.2008,6680.6841,6710.4208
2024-08-09,6438.3287,6736.9255,5652.2107,5844.6086,6765.1186,6723.4035,6761.4241
2024-08-10,5847.3326,6438.3287,5637.4774,5850.9094,6452.9078,6434.9652,6449.5533
2024-08-11,5873.1270,5847.3326,5628.8817,5823.6611,5871.7265,5910.5085,5873.2412
2024-08-12,6172.8286,5873.1270,5637.0440,5841.4303,5896.6839,5865.2279,5897.8925
2024-08-13,6482.6339,6172.8286,5749.0995,6016.0549,6138.1258,6138.0224,6126.8663
2024-08-14,6477.6143,6482.6339,5805.0691,6112.4253,6370.8614,6428.9470,6349.9568
2024-08-15,6637.5719,6477.6143,5756.7251,5925.4971,6380.8686,6496.0431,6379.8446
2024-08-16,6762.3374,6637.5719,5868.3745,5988.9167,6563.7883,6614.4284,6572.5994
2024-08-17,6469.3350,6762.3374,5983.3408,6159.4202,6779.4859,6741.6050,6786.1499
2024-08-18,6354.5973,6469.3350,6088.3163,6280.2889,6559.7782,6480.2605,6569.6102
2024-08-19,6980.4262,6354.5973,6283.8401,6508.5744,6417.9450,6401.6156,6437.6161
2024-08-20,6970.6250,6980.4262,6456.9790,6727.6592,6945.8367,7005.8048,6973.1624
2024-08-21,6991.8519,6970.6250,6403.8042,6662.0848,6944.5623,6964.8211,6976.3010
2024-08-22,6917.4046,6991.8519,6351.8018,6580.7728,6988.3685,7070.2762,7030.9736
2024-08-23,6724.2599,6917.4046,6369.9178,6630.6250,6918.5976,6930.9487,6960.5213
2024-08-24,6447.5999,6724.2599,6356.9282,6659.7920,6735.5987,6721.5473,6773.4571
2024-08-25,5634.8603,6447.5999,6241.7400,6509.6297,6506.8504,6626.4847,6559.7973
2024-08-26,6281.8342,5634.8603,6210.2900,6516.2081,5706.0957,5750.2041,5763.3326
2024-08-27,6426.0303,6281.8342,6216.4784,6618.2381,6326.8513,6273.6455,6367.2487
2024-08-28,6637.2623,6426.0303,6135.7080,6579.7299,6466.3574,6445.2333,6496.8119
2024-08-29,6668.9308,6637.2623,6102.4773,6517.6549,6627.7165,6643.9250,6661.4905
2024-08-30,6673.7034,6668.9308,6063.3938,6440.4207,6627.6263,6743.7642,6669.4026
2024-08-31,6374.7978,6673.7034,5974.0844,6313.5747,6669.8985,6749.3210,6713.4796
2024-09-01,6094.0965,6374.7978,6640.0333,6671.9628,6444.8531,6489.7381,6478.1515
2024-09-02,6932.1502,6094.0965,6640.4695,6691.0102,6177.2648,6193.1964,6209.2628
2024-09-03,7309.3288,6932.1502,6692.0347,6771.3059,6979.0078,6948.1939,7007.7995
2024-09-04,7307.8099,7309.3288,6712.0595,6817.4487,7302.4715,7319.5924,7328.2989
2024-09-05,7226.7911,7307.8099,6658.8940,6705.6626,7284.3374,7317.9615,7311.5312
2024-09-06,7082.3098,7226.7911,6658.9401,6664.5273,7182.2277,7240.4918,7203.5174
2024-09-07,6580.8984,7082.3098,6582.5677,6571.8115,7089.5813,7187.9560,7114.5371
2024-09-08,6295.4920,6580.8984,6521.0461,6482.5095,6636.7522,6698.0984,6667.8774
2024-09-09,6608.8891,6295.4920,6524.2872,6532.5566,6388.3937,6383.5051,6421.8582
2024-09-10,7434.7531,6608.8891,6591.1944,6642.7728,6653.0348,6599.1401,6683.1544
2024-09-11,7495.8646,7434.7531,6507.6610,6615.5289,7432.7914,7416.5149,7442.2918
2024-09-12,7193.5694,7495.8646,6375.9566,6457.1986,7438.4515,7476.0416,7441.2513
2024-09-13,7097.6155,7193.5694,6322.9597,6356.3710,7148.7633,7299.0809,7157.6352
2024-09-14,6716.3484,7097.6155,6423.1084,6499.4161,7011.0320,7120.7889,7008.5330
2024-09-15,6392.5940,6716.3484,6306.4893,6350.5736,6710.8909,6897.4710,6718.7355
2024-09-16,7161.1082,6392.5940,6309.0730,6290.8814,6428.0283,6598.8129,6452.0681
2024-09-17,7223.0929,7161.1082,6416.9686,6504.0519,7202.3214,7182.9605,7218.8669
2024-09-18,7228.1550,7223.0929,6377.1887,6519.0006,7274.9127,7229.7932,7288.3587
2024-09-19,7607.4398,7228.1550,6392.4466,6533.5377,7270.6230,7257.2367,7278.2919
2024-09-20,7293.1478,7607.4398,6592.3072,6674.7658,7515.9538,7609.3246,7528.6371
2024-09-21,6642.0596,7293.1478,6525.4782,6569.0871,7185.9119,7267.8802,7194.8940
2024-09-22,6737.4921,6642.0596,6370.2791,6380.5718,6623.5477,6793.0302,6646.6022
2024-09-23,7686.4129,6737.4921,6417.3899,6424.6419,6811.3828,7021.2135,6858.5442
2024-09-24,8596.2388,7686.4129,6721.2263,6831.3971,7732.8769,7709.6326,7758.5696
2024-09-25,8487.3475,8596.2388,6816.9133,6902.4632,8617.0390,8584.5808,8624.3586
2024-09-26,8128.6842,8487.3475,6918.6633,6841.0199,8409.2480,8434.2478,8420.4973
2024-09-27,7708.0357,8128.6842,6979.1525,6906.6064,8010.3312,8052.5977,8023.0455
2024-09-28,8521.7995,7708.0357,6999.9628,6916.3065,7613.6335,7634.7253,7634.4676
2024-09-29,8091.9119,8521.7995,6977.2027,6867.3905,8534.3557,8507.1986,8555.0076
2024-09-30,7968.2814,8091.9119,7108.0661,6947.8480,8115.1561,8252.3010,8148.0877
2024-10-01,9051.5129,7968.2814,7559.9432,7748.6043,8015.0577,8253.6968,8045.7383
2024-10-02,8667.7253,9051.5129,7610.0455,7861.7866,9060.6730,9073.4562,9080.1100
2024-10-03,8477.6271,8667.7253,7543.0412,7832.6148,8646.3032,8600.7027,8657.1580
2024-10-04,7823.9225,8477.6271,7615.7936,7829.8383,8359.9895,8441.9681,8369.7608
2024-10-05,7437.8480,7823.9225,7387.7225,7636.4581,7789.0567,8099.1945,7822.5683
2024-10-06,7263.0011,7437.8480,7277.5425,7495.7557,7482.7004,7727.6207,7533.8638
2024-10-07,7787.9890,7263.0011,7177.2932,7512.1880,7409.1057,7443.0969,7444.7554
2024-10-08,7800.3804,7787.9890,7208.7933,7572.6363,7885.1912,7773.2670,7918.8570
2024-10-09,7244.8214,7800.3804,7094.5620,7516.1672,7858.2132,7801.8517,7889.7932
2024-10-10,7543.8697,7244.8214,7157.6842,7566.8510,7122.8213,7245.1555,7146.6106
2024-10-11,7105.6232,7543.8697,6932.1458,7363.1600,7446.3055,7613.3042,7460.2988
2024-10-12,6199.2540,7105.6232,6868.2296,7269.1915,7041.9546,7182.1858,7062.5276
2024-10-13,5817.6997,6199.2540,6791.1725,7261.6006,6226.2238,6304.6124,6244.1775
2024-10-14,6591.1590,5817.6997,7030.5063,7512.8460,5831.2124,5832.7380,5844.6283
2024-10-15,6661.5524,6591.1590,7159.7086,7582.2489,6625.9533,6548.4721,6629.1879
2024-10-16,7013.7317,6661.5524,7374.1453,7670.8880,6605.5749,6614.5728,6614.8917
2024-10-17,7706.1588,7013.7317,7445.4444,7802.4805,6962.2994,6936.0751,6973.3435
2024-10-18,7412.0555,7706.1588,7580.4925,7906.4770,7646.5820,7605.4089,7665.9004
2024-10-19,6890.7645,7412.0555,7853.4963,8080.5498,7300.5219,7373.9966,7295.7277
2024-10-20,6465.7229,6890.7645,7925.1964,8037.0290,6813.1051,6836.1441,6827.1287
2024-10-21,7187.2868,6465.7229,8178.8305,8191.4827,6401.7204,6470.8094,6425.1647
2024-10-22,7897.5294,7187.2868,8484.5965,8724.2385,7199.5999,7211.2604,7232.8791
2024-10-23,8325.5128,7897.5294,8843.1650,8647.1756,7766.4435,7805.5727,7769.1291
2024-10-24,8783.5213,8325.5128,8980.6045,8876.6554,8251.6886,8124.5427,8245.7203
2024-10-25,8361.6996,8783.5213,9307.3317,9125.8616,8615.2234,8752.0142,8646.8751
2024-10-26,7602.8262,8361.6996,9571.3815,9280.6913,8191.7231,8312.8816,8208.4271
2024-10-27,6773.6160,7602.8262,9793.7520,9658.1145,7479.5912,7571.3930,7497.4218
2024-10-28,7147.6883,6773.6160,9984.5457,9873.0650,6682.8602,6668.5362,6715.6641
2024-10-29,7685.5453,7147.6883,10149.0539,10127.2510,7223.5089,7239.2744,7300.1191
2024-10-30,8338.9219,7685.5453,10686.7448,10475.0962,7765.0914,7703.1230,7819.1689
2024-10-31,8079.1701,8338.9219,10101.7959,10376.6759,8842.6223,8897.7914,8994.1063
2024-11-01,7515.1907,8079.1701,10654.7022,10367.5624,8391.2222,8326.7651,8536.3740
2024-11-02,7028.4408,7515.1907,10445.2533,10276.4909,7821.3842,7570.1714,7909.8557
2024-11-03,7075.0898,7028.4408,10256.4316,10178.5746,7176.1590,7079.4987,7274.4070
2024-11-04,8182.4336,7075.0898,9878.0303,9922.2373,7204.6491,7298.2780,7320.3331
2024-11-05,8391.9826,8182.4336,10678.4950,10546.5405,7712.9667,8190.6785,7785.4034
2024-11-06,8316.2890,8391.9826,9632.2133,9829.2642,8290.3731,8379.6243,8331.0106
2024-11-07,7879.1096,8316.2890,9773.3996,9863.7932,8248.9780,8592.0204,8315.7157
2024-11-08,7929.3079,7879.1096,10333.3394,10453.4921,7801.6437,7861.9266,7802.5596
2024-11-09,6396.4948,7929.3079,10336.8441,10493.8469,8008.6877,7859.6171,7997.6114
2024-11-10,7127.7414,6396.4948,10324.6922,10510.0685,6674.0957,6766.4924,6688.9834
2024-11-11,8209.5173,7127.7414,11197.6031,11194.2431,7120.2406,7107.4149,7152.0004
2024-11-12,7935.7040,8209.5173,10999.5227,11089.1428,8305.2157,8200.0275,8303.3239
2024-11-13,7971.1714,7935.7040,11064.7515,11230.6583,7984.0492,7958.4307,8016.2756
2024-11-14,8177.0811,7971.1714,11084.7430,11161.9369,7928.7217,7936.1268,7982.6476
2024-11-15,7890.8205,8177.0811,10997.0914,11116.7532,8175.8582,8253.4271,8256.3256
2024-11-16,7839.5270,7890.8205,10903.0427,11083.7063,8094.0036,7990.5216,8165.0046
2024-11-17,8154.5510,7839.5270,10998.8815,11159.6824,8082.3091,8014.1594,8156.8450
2024-11-18,8620.5425,8154.5510,11357.8276,11685.8908,8393.2680,8238.6021,8418.9611
2024-11-19,8873.5907,8620.5425,11887.8079,12138.1234,8490.7268,8526.9958,8482.7631
2024-11-20,8614.6755,8873.5907,11501.2790,11731.5623,8602.7622,8794.3689,8582.0306
2024-11-21,8935.1033,8614.6755,11083.7853,11423.9821,8404.7700,8777.1086,8400.0690
2024-11-22,8678.5828,8935.1033,11217.5376,11630.1963,8836.4360,8741.2179,8830.2407
2024-11-23,8447.7809,8678.5828,11299.7667,11723.7656,8744.2879,8538.9691,8707.6643
2024-11-24,7715.5939,8447.7809,11452.3508,11898.8498,8507.3225,8246.4727,8437.3580
2024-11-25,8414.7845,7715.5939,11239.5522,11620.9006,7777.8026,8204.6997,7775.3628
2024-11-26,8542.2901,8414.7845,11882.5735,12256.0673,8311.1065,8419.7597,8268.2915
2024-11-27,9348.9013,8542.2901,11729.3981,12147.5865,8534.4001,8413.2547,8454.3673
2024-11-28,9848.1202,9348.9013,11699.1456,12129.8128,9168.7411,9155.4001,9079.5435
2024-11-29,9785.6936,9848.1202,11079.6313,11585.2974,9703.2720,9710.8202,9711.4163
2024-11-30,9388.3081,9785.6936,11291.3796,11868.8343,9477.9477,9693.2424,9497.0902
2024-12-01,9298.5800,9388.3081,10756.5734,10643.1924,9431.0915,9322.4266,9434.3868
2024-12-02,10190.4049,9298.5800,11030.0891,10965.5613,9424.3422,9503.0645,9410.6371
2024-12-03,10150.8301,10190.4049,12008.3883,11838.3241,10086.5467,10141.0747,9979.5016
2024-12-04,10520.9248,10150.8301,11838.9347,11502.7312,9801.0567,10015.3648,9667.8841
2024-12-05,10809.4540,10520.9248,11655.0904,11534.7671,10197.7119,10349.9430,10156.1933
2024-12-06,10559.6038,10809.4540,11256.4345,11278.0761,10645.1116,11017.4094,10691.6484
2024-12-07,10196.0796,10559.6038,11712.3364,11648.4913,10708.5305,10511.0633,10698.1629
2024-12-08,9151.5383,10196.0796,12260.1677,11994.4250,10359.5181,10011.9660,10262.5189
2024-12-09,10370.5583,9151.5383,12190.2147,11822.2298,9232.2486,9175.6893,9207.4248
2024-12-10,10324.5089,10370.5583,12554.6657,12184.8810,10345.6096,10363.3361,10461.0033
2024-12-11,11089.1285,10324.5089,12634.6319,12161.1180,10334.4032,10312.4159,10448.1560
2024-12-12,12239.6476,11089.1285,12133.7603,11871.2242,11365.2443,10999.0764,11399.1357
2024-12-13,11314.7892,12239.6476,12435.0688,12246.1130,12566.8804,12147.8190,12505.4749
2024-12-14,10829.6760,11314.7892,12142.1908,11903.0647,11282.5358,11425.0717,11291.1694
2024-12-15,10267.3675,10829.6760,12004.3597,11692.6494,11196.2649,10956.5546,11329.4336
2024-12-16,11293.9368,10267.3675,12031.4049,11763.2497,10384.3046,10500.5179,10586.0066
2024-12-17,11773.4340,11293.9368,11908.6458,11819.4365,11580.1294,12038.6128,11603.8655
2024-12-18,12341.8993,11773.4340,12317.1376,12250.0893,11980.6325,12011.8742,11906.6644
2024-12-19,11864.5838,12341.8993,12129.8158,11908.9328,12320.9873,12415.4769,12244.4938
2024-12-20,10817.2596,11864.5838,11781.9130,11588.4824,11623.0934,11856.5076,11698.2979
2024-12-21,9684.7343,10817.2596,11848.1818,11649.9074,10560.2151,10697.6827,10512.1984
2024-12-22,9023.9991,9684.7343,11643.7865,11432.3646,9503.4828,9537.9570,9417.3495
2024-12-23,9195.5268,9023.9991,11062.9725,10804.9730,9128.0432,9725.1151,9020.8978
2024-12-24,8532.2283,9195.5268,10988.9640,10736.6564,9421.1590,9572.8079,9352.3330
2024-12-25,7615.2037,8532.2283,11053.2414,10612.0170,8824.0231,8749.0534,8783.6420
2024-12-26,8261.9897,7615.2037,11144.3506,10739.7677,7756.7873,7815.7960,7713.3949
2024-12-27,9033.0161,8261.9897,11073.4760,10565.4084,8311.4753,8360.2614,8281.9405
2024-12-28,8528.7582,9033.0161,10924.9167,10278.3391,8949.1311,9100.4639,8972.8753
2024-12-29,7571.7590,8528.7582,10479.5270,9592.6783,8505.5714,8623.7390,8551.3978
2024-12-30,8301.7718,7571.7590,10118.7809,9097.3379,7644.1550,7651.0368,7725.3489
2024-12-31,7801.7897,8301.7718,10053.3438,9161.9767,8422.7852,8403.0325,8471.3021
